delay,training steps,traffic intensity,tm
2.405,100K,62.5%,625_2
1.993,100K,62.5%,625_3
2.339,100K,62.5%,625_4
2.088,100K,62.5%,625_5
1.731,100K,62.5%,625_6
2.487,100K,62.5%,625_7
1.849,100K,62.5%,625_8
4.342,100K,62.5%,625_9
1.906,100K,62.5%,625_10
2.074,100K,62.5%,625_11
2.087,100K,62.5%,625_12
3.546,100K,62.5%,625_13
1.562,100K,62.5%,625_14
1.817,100K,62.5%,625_15
1.768,100K,62.5%,625_16
4.578,100K,62.5%,625_17
1.75,100K,62.5%,625_18
1.959,100K,62.5%,625_19
2.47,100K,62.5%,625_20
1.514,100K,62.5%,625_21
2.232,100K,62.5%,625_22
2.007,100K,62.5%,625_23
1.941,100K,62.5%,625_24
2.029,100K,62.5%,625_25
1.652,100K,62.5%,625_26
2.218,100K,62.5%,625_27
1.897,100K,62.5%,625_28
2.876,100K,62.5%,625_29
1.366,100K,62.5%,625_30
1.75,100K,62.5%,625_31
2.133,100K,62.5%,625_32
1.659,100K,62.5%,625_33
1.876,100K,62.5%,625_34
2.062,100K,62.5%,625_35
1.482,100K,62.5%,625_36
1.863,100K,62.5%,625_37
1.99,100K,62.5%,625_38
2.382,100K,62.5%,625_39
1.768,100K,62.5%,625_40
2.293,100K,62.5%,625_41
2.637,100K,62.5%,625_42
2.03,100K,62.5%,625_43
2.221,100K,62.5%,625_44
2.197,100K,62.5%,625_45
1.839,100K,62.5%,625_46
1.745,100K,62.5%,625_47
2.671,100K,62.5%,625_48
2.101,100K,62.5%,625_49
2.07,100K,62.5%,625_50
2.624,100K,62.5%,625_51
2.159,100K,62.5%,625_52
1.724,100K,62.5%,625_53
2.357,100K,62.5%,625_54
1.987,100K,62.5%,625_55
1.583,100K,62.5%,625_56
2.049,100K,62.5%,625_57
2.491,100K,62.5%,625_58
2.084,100K,62.5%,625_59
1.776,100K,62.5%,625_60
1.492,100K,62.5%,625_61
2.315,100K,62.5%,625_62
2.807,100K,62.5%,625_63
1.952,100K,62.5%,625_64
2.04,100K,62.5%,625_65
1.666,100K,62.5%,625_66
2.111,100K,62.5%,625_67
1.907,100K,62.5%,625_68
1.662,100K,62.5%,625_69
1.631,100K,62.5%,625_70
2.042,100K,62.5%,625_71
1.718,100K,62.5%,625_72
2.082,100K,62.5%,625_73
1.727,100K,62.5%,625_74
1.837,100K,62.5%,625_75
1.94,100K,62.5%,625_76
2.029,100K,62.5%,625_77
1.817,100K,62.5%,625_78
2.148,100K,62.5%,625_79
1.856,100K,62.5%,625_80
1.943,100K,62.5%,625_81
2.373,100K,62.5%,625_82
1.865,100K,62.5%,625_83
1.815,100K,62.5%,625_84
2.215,100K,62.5%,625_85
2.802,100K,62.5%,625_86
2.785,100K,62.5%,625_87
2.317,100K,62.5%,625_88
1.813,100K,62.5%,625_89
2.333,100K,62.5%,625_90
1.609,100K,62.5%,625_91
2.447,100K,62.5%,625_92
1.624,100K,62.5%,625_93
1.813,100K,62.5%,625_94
2.554,100K,62.5%,625_95
2.02,100K,62.5%,625_96
2.056,100K,62.5%,625_97
2.107,100K,62.5%,625_98
3.112,100K,62.5%,625_99
1.869,100K,75%,750_0
2.841,100K,75%,750_1
2.415,100K,75%,750_2
2.033,100K,75%,750_3
3.586,100K,75%,750_4
2.553,100K,75%,750_5
2.046,100K,75%,750_6
2.759,100K,75%,750_7
2.427,100K,75%,750_8
3.029,100K,75%,750_9
2.579,100K,75%,750_10
2.631,100K,75%,750_11
2.349,100K,75%,750_12
2.222,100K,75%,750_13
3.522,100K,75%,750_14
3.163,100K,75%,750_15
2.449,100K,75%,750_16
2.296,100K,75%,750_17
2.361,100K,75%,750_18
3.289,100K,75%,750_19
2.45,100K,75%,750_20
2.252,100K,75%,750_21
2.199,100K,75%,750_22
2.527,100K,75%,750_23
2.621,100K,75%,750_24
2.573,100K,75%,750_25
2.257,100K,75%,750_26
2.344,100K,75%,750_27
2.012,100K,75%,750_28
2.843,100K,75%,750_29
2.754,100K,75%,750_30
2.175,100K,75%,750_31
3.685,100K,75%,750_32
2.731,100K,75%,750_33
2.35,100K,75%,750_34
2.706,100K,75%,750_35
2.445,100K,75%,750_36
3.003,100K,75%,750_37
2.48,100K,75%,750_38
2.304,100K,75%,750_39
2.839,100K,75%,750_40
3.165,100K,75%,750_41
2.828,100K,75%,750_42
4.029,100K,75%,750_43
2.533,100K,75%,750_44
2.057,100K,75%,750_45
2.942,100K,75%,750_46
2.205,100K,75%,750_47
3.45,100K,75%,750_48
2.694,100K,75%,750_49
2.702,100K,75%,750_50
2.277,100K,75%,750_51
4.548,100K,75%,750_52
2.215,100K,75%,750_53
2.577,100K,75%,750_54
2.409,100K,75%,750_55
2.723,100K,75%,750_56
2.699,100K,75%,750_57
2.998,100K,75%,750_58
2.99,100K,75%,750_59
2.221,100K,75%,750_60
3.308,100K,75%,750_61
2.54,100K,75%,750_62
2.449,100K,75%,750_63
2.431,100K,75%,750_64
1.901,100K,75%,750_65
2.769,100K,75%,750_66
3.227,100K,75%,750_67
2.802,100K,75%,750_68
2.394,100K,75%,750_69
1.89,100K,75%,750_70
2.959,100K,75%,750_71
2.295,100K,75%,750_72
2.66,100K,75%,750_73
2.696,100K,75%,750_74
3.772,100K,75%,750_75
3.302,100K,75%,750_76
1.805,100K,75%,750_77
1.596,100K,75%,750_78
2.665,100K,75%,750_79
2.61,100K,75%,750_80
2.548,100K,75%,750_81
3.089,100K,75%,750_82
2.702,100K,75%,750_83
2.436,100K,75%,750_84
2.12,100K,75%,750_85
2.795,100K,75%,750_86
3.399,100K,75%,750_87
2.364,100K,75%,750_88
2.798,100K,75%,750_89
3.224,100K,75%,750_90
2.683,100K,75%,750_91
2.803,100K,75%,750_92
2.11,100K,75%,750_93
1.922,100K,75%,750_94
2.892,100K,75%,750_95
2.075,100K,75%,750_96
2.772,100K,75%,750_97
2.639,100K,75%,750_98
1.884,100K,75%,750_99
3.294,100K,87.5%,875_0
4.967,100K,87.5%,875_1
3.675,100K,87.5%,875_2
2.733,100K,87.5%,875_3
2.193,100K,87.5%,875_4
2.928,100K,87.5%,875_5
2.587,100K,87.5%,875_6
3.3,100K,87.5%,875_7
2.662,100K,87.5%,875_8
5.641,100K,87.5%,875_9
3.263,100K,87.5%,875_10
2.764,100K,87.5%,875_11
2.622,100K,87.5%,875_12
2.469,100K,87.5%,875_13
2.963,100K,87.5%,875_14
2.094,100K,87.5%,875_15
3.339,100K,87.5%,875_16
2.502,100K,87.5%,875_17
2.558,100K,87.5%,875_18
3.271,100K,87.5%,875_19
2.458,100K,87.5%,875_20
2.845,100K,87.5%,875_21
2.623,100K,87.5%,875_22
3.74,100K,87.5%,875_23
3.18,100K,87.5%,875_24
5.404,100K,87.5%,875_25
2.398,100K,87.5%,875_26
2.552,100K,87.5%,875_27
2.876,100K,87.5%,875_28
3.005,100K,87.5%,875_29
2.817,100K,87.5%,875_30
3.25,100K,87.5%,875_31
2.542,100K,87.5%,875_32
2.768,100K,87.5%,875_33
3.064,100K,87.5%,875_34
2.616,100K,87.5%,875_35
3.473,100K,87.5%,875_36
2.592,100K,87.5%,875_37
4.349,100K,87.5%,875_38
2.615,100K,87.5%,875_39
2.983,100K,87.5%,875_40
5.26,100K,87.5%,875_41
3.27,100K,87.5%,875_42
2.57,100K,87.5%,875_43
3.014,100K,87.5%,875_44
2.835,100K,87.5%,875_45
2.702,100K,87.5%,875_46
4.882,100K,87.5%,875_47
2.106,100K,87.5%,875_48
2.617,100K,87.5%,875_49
3.689,100K,87.5%,875_50
2.694,100K,87.5%,875_51
3.902,100K,87.5%,875_52
3.084,100K,87.5%,875_53
3.177,100K,87.5%,875_54
4.773,100K,87.5%,875_55
2.874,100K,87.5%,875_56
2.934,100K,87.5%,875_57
2.774,100K,87.5%,875_58
5.344,100K,87.5%,875_59
3.428,100K,87.5%,875_60
2.885,100K,87.5%,875_61
2.315,100K,87.5%,875_62
3.03,100K,87.5%,875_63
3.428,100K,87.5%,875_64
2.276,100K,87.5%,875_65
2.392,100K,87.5%,875_66
4.766,100K,87.5%,875_67
2.832,100K,87.5%,875_68
3.276,100K,87.5%,875_69
3.284,100K,87.5%,875_70
2.647,100K,87.5%,875_71
2.238,100K,87.5%,875_72
3.719,100K,87.5%,875_73
7.366,100K,87.5%,875_74
2.918,100K,87.5%,875_75
2.594,100K,87.5%,875_76
2.503,100K,87.5%,875_77
2.879,100K,87.5%,875_78
3.343,100K,87.5%,875_79
4.233,100K,87.5%,875_80
2.66,100K,87.5%,875_81
2.746,100K,87.5%,875_82
2.558,100K,87.5%,875_83
2.975,100K,87.5%,875_84
3.077,100K,87.5%,875_85
3.047,100K,87.5%,875_86
2.562,100K,87.5%,875_87
3.85,100K,87.5%,875_88
2.18,100K,87.5%,875_89
2.831,100K,87.5%,875_90
2.819,100K,87.5%,875_91
2.376,100K,87.5%,875_92
2.676,100K,87.5%,875_93
2.791,100K,87.5%,875_94
2.78,100K,87.5%,875_95
2.122,100K,87.5%,875_96
2.275,100K,87.5%,875_97
3.453,100K,87.5%,875_98
3.01,100K,87.5%,875_99
2.245,100K,100%,1000_0
2.85,100K,100%,1000_1
3.75,100K,100%,1000_2
3.339,100K,100%,1000_3
3.253,100K,100%,1000_4
2.834,100K,100%,1000_5
3.121,100K,100%,1000_6
3.01,100K,100%,1000_7
3.792,100K,100%,1000_8
3.704,100K,100%,1000_9
2.595,100K,100%,1000_10
4.723,100K,100%,1000_11
3.438,100K,100%,1000_12
2.72,100K,100%,1000_13
3.365,100K,100%,1000_14
3.029,100K,100%,1000_15
4.413,100K,100%,1000_16
3.483,100K,100%,1000_17
4.215,100K,100%,1000_18
2.569,100K,100%,1000_19
3.836,100K,100%,1000_20
4.214,100K,100%,1000_21
3.206,100K,100%,1000_22
5.819,100K,100%,1000_23
4.793,100K,100%,1000_24
2.296,100K,100%,1000_25
4.016,100K,100%,1000_26
3.829,100K,100%,1000_27
3.32,100K,100%,1000_28
2.904,100K,100%,1000_29
4.687,100K,100%,1000_30
2.726,100K,100%,1000_31
3.308,100K,100%,1000_32
3.777,100K,100%,1000_33
4.111,100K,100%,1000_34
3.076,100K,100%,1000_35
7.74,100K,100%,1000_36
3.123,100K,100%,1000_37
2.987,100K,100%,1000_38
3.943,100K,100%,1000_39
3.565,100K,100%,1000_40
4.446,100K,100%,1000_41
4.421,100K,100%,1000_42
5.263,100K,100%,1000_43
3.167,100K,100%,1000_44
3.125,100K,100%,1000_45
3.591,100K,100%,1000_46
3.081,100K,100%,1000_47
3.727,100K,100%,1000_48
3.556,100K,100%,1000_49
3.321,100K,100%,1000_50
2.893,100K,100%,1000_51
3.499,100K,100%,1000_52
3.591,100K,100%,1000_53
4.214,100K,100%,1000_54
3.597,100K,100%,1000_55
3.392,100K,100%,1000_56
3.112,100K,100%,1000_57
3.615,100K,100%,1000_58
3.415,100K,100%,1000_59
3.133,100K,100%,1000_60
2.891,100K,100%,1000_61
2.998,100K,100%,1000_62
3.687,100K,100%,1000_63
3.286,100K,100%,1000_64
3.389,100K,100%,1000_65
3.739,100K,100%,1000_66
2.846,100K,100%,1000_67
2.969,100K,100%,1000_68
3.99,100K,100%,1000_69
2.909,100K,100%,1000_70
3.71,100K,100%,1000_71
2.445,100K,100%,1000_72
2.999,100K,100%,1000_73
3.098,100K,100%,1000_74
3.001,100K,100%,1000_75
4.379,100K,100%,1000_76
2.958,100K,100%,1000_77
3.554,100K,100%,1000_78
2.601,100K,100%,1000_79
3.704,100K,100%,1000_80
2.266,100K,100%,1000_81
4.296,100K,100%,1000_82
2.986,100K,100%,1000_83
2.575,100K,100%,1000_84
2.916,100K,100%,1000_85
3.306,100K,100%,1000_86
2.938,100K,100%,1000_87
2.959,100K,100%,1000_88
2.789,100K,100%,1000_89
3.655,100K,100%,1000_90
4.096,100K,100%,1000_91
4.955,100K,100%,1000_92
3.312,100K,100%,1000_93
2.413,100K,100%,1000_94
3.708,100K,100%,1000_95
3.159,100K,100%,1000_96
3.136,100K,100%,1000_97
4.139,100K,100%,1000_98
3.77,100K,100%,1000_99
4.367,100K,112.5%,1125_0
3.109,100K,112.5%,1125_1
3.206,100K,112.5%,1125_2
4.416,100K,112.5%,1125_3
3.029,100K,112.5%,1125_4
3.851,100K,112.5%,1125_5
4.647,100K,112.5%,1125_6
3.951,100K,112.5%,1125_7
3.042,100K,112.5%,1125_8
4.061,100K,112.5%,1125_9
4.576,100K,112.5%,1125_10
3.753,100K,112.5%,1125_11
2.616,100K,112.5%,1125_12
5.247,100K,112.5%,1125_13
3.82,100K,112.5%,1125_14
2.903,100K,112.5%,1125_15
3.207,100K,112.5%,1125_16
3.72,100K,112.5%,1125_17
3.856,100K,112.5%,1125_18
3.559,100K,112.5%,1125_19
3.501,100K,112.5%,1125_20
2.722,100K,112.5%,1125_21
3.961,100K,112.5%,1125_22
3.187,100K,112.5%,1125_23
3.332,100K,112.5%,1125_24
3.931,100K,112.5%,1125_25
2.711,100K,112.5%,1125_26
4.424,100K,112.5%,1125_27
2.651,100K,112.5%,1125_28
4.621,100K,112.5%,1125_29
3.687,100K,112.5%,1125_30
3.817,100K,112.5%,1125_31
5.768,100K,112.5%,1125_32
3.669,100K,112.5%,1125_33
3.53,100K,112.5%,1125_34
3.78,100K,112.5%,1125_35
3.387,100K,112.5%,1125_36
3.43,100K,112.5%,1125_37
3.624,100K,112.5%,1125_38
3.643,100K,112.5%,1125_39
3.759,100K,112.5%,1125_40
4.184,100K,112.5%,1125_41
3.243,100K,112.5%,1125_42
4.045,100K,112.5%,1125_43
3.24,100K,112.5%,1125_44
3.66,100K,112.5%,1125_45
3.398,100K,112.5%,1125_46
4.217,100K,112.5%,1125_47
3.481,100K,112.5%,1125_48
4.603,100K,112.5%,1125_49
3.021,100K,112.5%,1125_50
5.165,100K,112.5%,1125_51
3.684,100K,112.5%,1125_52
3.397,100K,112.5%,1125_53
3.523,100K,112.5%,1125_54
7.319,100K,112.5%,1125_55
3.373,100K,112.5%,1125_56
6.333,100K,112.5%,1125_57
3.84,100K,112.5%,1125_58
4.195,100K,112.5%,1125_59
3.922,100K,112.5%,1125_60
2.85,100K,112.5%,1125_61
4.514,100K,112.5%,1125_62
4.709,100K,112.5%,1125_63
4.473,100K,112.5%,1125_64
5.3,100K,112.5%,1125_65
3.783,100K,112.5%,1125_66
3.232,100K,112.5%,1125_67
2.975,100K,112.5%,1125_68
4.211,100K,112.5%,1125_69
3.801,100K,112.5%,1125_70
3.779,100K,112.5%,1125_71
4.3,100K,112.5%,1125_72
3.752,100K,112.5%,1125_73
3.799,100K,112.5%,1125_74
3.644,100K,112.5%,1125_75
3.302,100K,112.5%,1125_76
5.138,100K,112.5%,1125_77
3.841,100K,112.5%,1125_78
3.586,100K,112.5%,1125_79
3.814,100K,112.5%,1125_80
4.72,100K,112.5%,1125_81
3.584,100K,112.5%,1125_82
4.712,100K,112.5%,1125_83
3.713,100K,112.5%,1125_84
3.127,100K,112.5%,1125_85
4.322,100K,112.5%,1125_86
3.509,100K,112.5%,1125_87
4.78,100K,112.5%,1125_88
3.857,100K,112.5%,1125_89
4.012,100K,112.5%,1125_90
3.474,100K,112.5%,1125_91
3.502,100K,112.5%,1125_92
3.41,100K,112.5%,1125_93
2.992,100K,112.5%,1125_94
3.889,100K,112.5%,1125_95
3.225,100K,112.5%,1125_96
3.829,100K,112.5%,1125_97
4.575,100K,112.5%,1125_98
4.47,100K,112.5%,1125_99
4.145,100K,125%,1250_0
4.331,100K,125%,1250_1
3.756,100K,125%,1250_2
3.564,100K,125%,1250_3
4.013,100K,125%,1250_4
4.723,100K,125%,1250_5
3.388,100K,125%,1250_6
5.636,100K,125%,1250_7
4.639,100K,125%,1250_8
4.735,100K,125%,1250_9
3.913,100K,125%,1250_10
3.969,100K,125%,1250_11
3.224,100K,125%,1250_12
3.521,100K,125%,1250_13
3.928,100K,125%,1250_14
3.41,100K,125%,1250_15
3.204,100K,125%,1250_16
3.88,100K,125%,1250_17
5.68,100K,125%,1250_18
3.747,100K,125%,1250_19
4.285,100K,125%,1250_20
3.714,100K,125%,1250_21
2.892,100K,125%,1250_22
3.2,100K,125%,1250_23
4.218,100K,125%,1250_24
4.24,100K,125%,1250_25
3.674,100K,125%,1250_26
4.675,100K,125%,1250_27
3.68,100K,125%,1250_28
3.915,100K,125%,1250_29
3.573,100K,125%,1250_30
4.173,100K,125%,1250_31
3.998,100K,125%,1250_32
4.514,100K,125%,1250_33
4.214,100K,125%,1250_34
3.939,100K,125%,1250_35
3.352,100K,125%,1250_36
3.393,100K,125%,1250_37
3.316,100K,125%,1250_38
3.44,100K,125%,1250_39
3.593,100K,125%,1250_40
4.436,100K,125%,1250_41
5.205,100K,125%,1250_42
13.993,100K,125%,1250_43
3.434,100K,125%,1250_44
3.522,100K,125%,1250_45
4.359,100K,125%,1250_46
4.26,100K,125%,1250_47
4.132,100K,125%,1250_48
4.028,100K,125%,1250_49
3.958,100K,125%,1250_50
4.075,100K,125%,1250_51
3.99,100K,125%,1250_52
3.332,100K,125%,1250_53
2.928,100K,125%,1250_54
3.201,100K,125%,1250_55
4.335,100K,125%,1250_56
3.264,100K,125%,1250_57
7.353,100K,125%,1250_58
4.156,100K,125%,1250_59
3.693,100K,125%,1250_60
3.553,100K,125%,1250_61
3.568,100K,125%,1250_62
4.737,100K,125%,1250_63
4.025,100K,125%,1250_64
1.734,100K,125%,1250_65
3.097,100K,125%,1250_66
6.389,100K,125%,1250_67
3.197,100K,125%,1250_68
4.153,100K,125%,1250_69
3.431,100K,125%,1250_70
3.197,100K,125%,1250_71
3.803,100K,125%,1250_72
4.544,100K,125%,1250_73
4.25,100K,125%,1250_74
8.983,100K,125%,1250_75
3.972,100K,125%,1250_76
3.332,100K,125%,1250_77
4.148,100K,125%,1250_78
4.813,100K,125%,1250_79
4.256,100K,125%,1250_80
4.463,100K,125%,1250_81
3.946,100K,125%,1250_82
3.751,100K,125%,1250_83
3.726,100K,125%,1250_84
4.329,100K,125%,1250_85
4.355,100K,125%,1250_86
3.82,100K,125%,1250_87
3.899,100K,125%,1250_88
3.864,100K,125%,1250_89
5.615,100K,125%,1250_90
4.427,100K,125%,1250_91
4.218,100K,125%,1250_92
3.68,100K,125%,1250_93
4.583,100K,125%,1250_94
3.702,100K,125%,1250_95
3.477,100K,125%,1250_96
4.048,100K,125%,1250_97
3.515,100K,125%,1250_98
3.565,100K,125%,1250_99
